Taxon,TSN,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,TSN_OUT,OTU_BCG_MariNW,OTU_BSTI
Limnophora,150730,FALSE,,Muscidae,Muscidae,150025,Muscidae,Muscidae
Limnophyes,128776,FALSE,,Limnophyes,Limnophyes,128776,Limnophyes,Limnophyes
Limnoporus,103872,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Limonia,119704,FALSE,,Dicranomyia,Dicranomyia,-241,Dicranomyia,DNI
Limonia/Dicranomyia/Geranomyia,FALSE,FALSE,,DNI,Limoniidae,-233,Limoniidae,DNI
Limoniidae,-233,FALSE,,DNI,Limoniidae,-233,Limoniidae,DNI
Limoniinae,119654,FALSE,,DNI,Limoniidae,-233,Limoniidae,DNI
Limoniinae sp. AJF#01,-215,FALSE,,DNI,Limoniidae,-233,Limoniidae,DNI
Limoniinae sp. AJF#02,-216,FALSE,,DNI,Limoniidae,-233,Limoniidae,DNI
Limoniinae sp. AJF#03,-217,FALSE,,DNI,Limoniidae,-233,Limoniidae,DNI
Liodessus,112580,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Liodessus obscurellus,728347,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Lipsothrix,120749,FALSE,,DNI,Lipsothrix,120749,Lipsothrix,DNI
Lirceus,92666,FALSE,,DNI,Lirceus,92666,Lirceus,DNI
Lithoglyphidae,FALSE,FALSE,,Truncatelloidea,Truncatelloidea,-228,Truncatelloidea,Truncatelloidea
Ljania,83449,FALSE,,DNI,Ljania,83449,Trombidiformes,DNI
Lopescladius,128811,FALSE,,Lopescladius,Lopescladius,128811,Lopescladius,DNI
Lumbricidae,69165,TRUE,Mostly Terrestrial,DNI,DNI,FALSE,DNI,DNI
Lumbricina,69069,TRUE,Mostly Terrestrial,DNI,DNI,FALSE,DNI,DNI
Lumbriculida,68439,TRUE,Mostly Terrestrial,DNI,DNI,FALSE,DNI,DNI
Lumbriculidae,68440,FALSE,,Lumbriculidae,Lumbriculidae,68440,Oligochaeta,Lumbriculidae
Lumbriculus,68441,FALSE,,Lumbriculidae,Lumbriculidae,68440,Oligochaeta,Lumbriculidae
Lutrochus,114037,FALSE,,DNI,Lutrochus,114037,Lutrochus,DNI
Lymnaea,76484,FALSE,,Lymnaeidae,Lymnaeidae,76483,Lymnaeidae,Lymnaeidae
Lymnaea auricularia,76485,FALSE,This is actually Radix  an invaisive,Lymnaeidae,Lymnaeidae,76483,Lymnaeidae,Lymnaeidae
Lymnaeidae,76483,FALSE,,Lymnaeidae,Lymnaeidae,76483,Lymnaeidae,Lymnaeidae
Maccaffertium,697957,FALSE,,DNI,Maccaffertium,697957,Maccaffertium,DNI
Maccaffertium terminatum,698471,FALSE,,DNI,Maccaffertium,697957,Maccaffertium,DNI
Maccaffertium vicarium,698255,FALSE,,DNI,Maccaffertium,697957,Maccaffertium,DNI
Maccaffertium/Stenonema,FALSE,FALSE,,DNI,Maccaffertium,697957,Maccaffertium,DNI
Macromia,101918,FALSE,,DNI,Macromia,101918,Macromia,DNI
Macromiidae,FALSE,FALSE,,DNI,Macromiidae,102019,Macromiidae,DNI
Macropelopia,128034,FALSE,,Macropelopia,Macropelopia,128034,Macropelopia,Macropelopia
Macropelopia decedens,128037,FALSE,,Macropelopia,Macropelopia,128034,Macropelopia,Macropelopia
Macropelopiini,128020,FALSE,,DNI,Macropelopiini,128020,Macropelopiini,DNI
Macrovelia,103991,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Macrovelia hornii,103992,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Malenka,102567,FALSE,,Malenka,Malenka,102567,Malenka,Malenka
Malenka depressa,102577,FALSE,,Malenka,Malenka,102567,Malenka,Malenka
Mallochohelea,127702,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Manayunkia speciosa,68172,TRUE,Polychaeta excluded,DNI,DNI,FALSE,DNI,DNI
Margaritifera,80370,FALSE,,DNI,Margaritiferidae,79914,Margaritiferidae,DNI
Margaritifera falcata,80372,FALSE,,DNI,Margaritiferidae,79914,Margaritiferidae,DNI
Margaritiferidae,79914,FALSE,,DNI,Margaritiferidae,79914,Margaritiferidae,DNI
Marilia,116514,FALSE,,DNI,Marilia,116514,Marilia,DNI
Marionina,68515,TRUE,Dubious ID ( known from MN and WI),DNI,DNI,FALSE,DNI,DNI
Maruina,125392,FALSE,,Maruina,Maruina,125392,Maruina,Maruina
Maruina lanceolata,125394,FALSE,,Maruina,Maruina,125392,Maruina,Maruina
Matriella,776924,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,776979,Matriella teresa,Matriella teresa
Matriella teresa,776979,FALSE,Single species in Genus,Matriella teresa,Matriella teresa,776979,Matriella teresa,Matriella teresa
Megadrile,FALSE,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Megaleuctra,102877,FALSE,,DNI,Megaleuctra,102877,Megaleuctra,DNI
Megaloptera,115000,FALSE,,DNI,Megaloptera,115000,Megaloptera,DNI
Megarcys,103110,FALSE,,Megarcys,Megarcys,103110,Megarcys,Megarcys
Megarcys subtruncata,103114,FALSE,,Megarcys,Megarcys,103110,Megarcys,Megarcys
Melanoides,71532,TRUE,"Not Native, more SW ( known from Harney Co. Oregon)",DNI,DNI,FALSE,DNI,DNI
Mena,611343,FALSE,,Hydra,Hydra,50845,Hydra,DNI
Menetus,76626,FALSE,,Menetus,Menetus,76626,Menetus,Menetus
Menetus (Micromenetus),573260,FALSE,,Menetus,Menetus,76626,Menetus,Menetus
Menetus opercularis,76628,FALSE,,Menetus,Menetus,76626,Menetus,Menetus
Meringodixa,125873,FALSE,,Meringodixa,Meringodixa,125873,Meringodixa,Meringodixa
Meringodixa chalonensis,125874,FALSE,,Meringodixa,Meringodixa,125873,Meringodixa,Meringodixa
Meropelopia,128132,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Merycomyia,131055,FALSE,,Tabanidae,Tabanidae,130934,Tabanidae,Tabanidae
Mesenchytraeus,68544,FALSE,,Mesenchytraeus,Mesenchytraeus,68544,Oligochaeta,Mesenchytraeus
Mesenchytraeus ,FALSE,FALSE,Trailing space after genus Name,Mesenchytraeus,Mesenchytraeus,68544,Oligochaeta,Mesenchytraeus
Mesenchytraeusá,FALSE,FALSE,FORMATTING,Mesenchytraeus,Mesenchytraeus,68544,Oligochaeta,Mesenchytraeus
Mesobates,-189,FALSE,,DNI,Mesobates,-189,Trombidiformes,DNI
Mesocapnia,102771,FALSE,,Capniidae,Capniidae,102643,Capniidae,Capniidae
Mesocricotopus,128815,FALSE,,DNI,Mesocricotopus,128815,Mesocricotopus,DNI
Mesosmittia,128818,FALSE,,DNI,Mesosmittia,128818,Mesosmittia,DNI
Mesovelia,103954,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Metachela,136347,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Metacnephia,126687,FALSE,,DNI,Metacnephia,126687,Metacnephia,DNI
Metrichia,598644,FALSE,,DNI,Hydroptilidae,115629,Hydroptilidae,DNI
Metriocnemus,128821,FALSE,,Metriocnemus,Metriocnemus,128821,Metriocnemus,Metriocnemus
Metrobates,103857,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Metrobates trux,103863,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Mica,593815,TRUE,marine,DNI,DNI,FALSE,DNI,DNI
Micrasema,116958,FALSE,,Micrasema,Micrasema,116958,Micrasema,Micrasema
Micrasema dimicki,116968,FALSE,,Micrasema,Micrasema,116958,Micrasema,Micrasema
Microchironomus,129532,FALSE,,DNI,Microchironomus,129532,Microchironomus,DNI
Microcylloepus,114146,FALSE,,Microcylloepus,Microcylloepus,114146,Microcylloepus,DNI
Microcylloepus pusillus,114147,FALSE,,Microcylloepus,Microcylloepus,114146,Microcylloepus,DNI
Microcylloepus similis,114160,FALSE,,Microcylloepus,Microcylloepus,114146,Microcylloepus,DNI
Micromenetus,-170,FALSE,,Menetus,Menetus,76626,Menetus,Menetus
Micromenetus dilatatus,-171,FALSE,,Menetus,Menetus,76626,Menetus,Menetus
Micropsectra,129890,FALSE,,Micropsectra,Micropsectra,129890,Micropsectra,Micropsectra
Micropsectra/Tanytarsus,-23,FALSE,,DNI,Tanytarsini,129872,Tanytarsini,DNI
Microsporidae,678313,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Microtendipes,129535,FALSE,,Microtendipes,Microtendipes,129535,Microtendipes,Microtendipes
Microtendipes Pedellus gr.,FALSE,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,-24,Microtendipes Pedellus Group,Microtendipes
Microtendipes pedellus group,-24,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,-24,Microtendipes Pedellus Group,Microtendipes
Microtendipes Pedellus Group,-24,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,-24,Microtendipes Pedellus Group,Microtendipes
Microtendipes pedellus Group,-24,FALSE,FORMATTING,Microtendipes,Microtendipes Pedellus Group,-24,Microtendipes Pedellus Group,Microtendipes
Microtendipes rydalensis,129547,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,-141,Microtendipes Rydalensis Group,Microtendipes
Microtendipes Rydalensis Gr.,FALSE,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,-141,Microtendipes Rydalensis Group,Microtendipes
Microtendipes rydalensis group,-141,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,-141,Microtendipes Rydalensis Group,Microtendipes
Microtendipes Rydalensis Group,-141,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,-141,Microtendipes Rydalensis Group,Microtendipes
Microtendipes rydalensis Group,-141,FALSE,FORMATTING,Microtendipes,Microtendipes Rydalensis Group,-141,Microtendipes Rydalensis Group,Microtendipes
Microvelia,103900,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Midea,83466,FALSE,,DNI,Midea,83466,Trombidiformes,DNI
Mideopsidae,83476,FALSE,,DNI,Mideopsidae,83476,Trombidiformes,DNI
Mideopsis,83479,FALSE,,Mideopsis,Mideopsis,83479,Trombidiformes,Mideopsis
Molanna,116474,FALSE,,DNI,Molanna,116474,Molanna,DNI
Mollusca,69458,TRUE,Too Coarse,DNI,DNI,FALSE,DNI,DNI
Molophilus,120758,FALSE,,DNI,Molophilus,120758,Molophilus,DNI
Momonia,83474,FALSE,,DNI,Momonia,83474,Trombidiformes,DNI
Momoniidae,83470,FALSE,,DNI,Momoniidae,83470,Trombidiformes,DNI
Monatractides,-180,FALSE,,Monatractides,Monatractides,-180,Trombidiformes,Monatractides
Monodiamesa,128440,FALSE,,Monodiamesa,Monodiamesa,128440,Monodiamesa,Monodiamesa
Monohelea,127575,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Monopelopia,128199,FALSE,,DNI,Monopelopia,128199,Monopelopia,DNI
Monophylax,FALSE,FALSE,Single species,DNI,Monophylax mono,0,Monophylax mono,DNI
Monophylax mono,FALSE,FALSE,Single species,DNI,Monophylax mono,0,Monophylax mono,DNI
Mooreobdella,69449,FALSE,,Hirudinida,Erpobdella,69444,Erpobdella,Hirudinida
Moselia,102909,FALSE,,Moselia,Moselia,102909,Moselia,Moselia
Moselia infuscata,102910,FALSE,Now two species in NW,Moselia,Moselia,102909,Moselia,Moselia
Moselyana,116379,FALSE,Single Species in Genus,DNI,Moselyana comosa,116380,Moselyana comosa,DNI
Moselyana comosa,116380,FALSE,Single Species in Genus,DNI,Moselyana comosa,116380,Moselyana comosa,DNI
Munroessa/Synclita,FALSE,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,117232,Lepidoptera,DNI
Muscidae,150025,FALSE,,Muscidae,Muscidae,150025,Muscidae,Muscidae
Muscomorpha,131750,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Musculium,81427,FALSE,,Sphaeriidae,Musculium,81427,Musculium,Sphaeriidae
Mycetophilidae,121636,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Mystacides,116598,FALSE,,Mystacides,Mystacides,116598,Mystacides,DNI
Mystacides alafimbriata,FALSE,FALSE,spelling mistake,Mystacides,Mystacides,116598,Mystacides,DNI
Mystacides alafimbriatus,116603,FALSE,,Mystacides,Mystacides,116598,Mystacides,DNI
Myzobdella,69315,FALSE,,Hirudinida,Erpobdella,69444,Erpobdella,Hirudinida
Naididae,68854,FALSE,,DNI,Naididae,68854,Oligochaeta,DNI
Naidinae,-137,FALSE,,Naidinae,Naidinae,-137,Oligochaeta,Naidinae
Nais,68946,FALSE,,Naidinae,Nais,68946,Oligochaeta,Naidinae
Nais communis,68950,FALSE,,Naidinae,Nais,68946,Oligochaeta,Naidinae
Nais variabilis,68959,FALSE,,Naidinae,Nais,68946,Oligochaeta,Naidinae
Najadicola,83101,FALSE,,DNI,Najadicola,83101,Trombidiformes,DNI
Namamyia,116520,FALSE,,DNI,Namamyia,116520,Namamyia,DNI
Namamyia plutonis,116521,FALSE,,DNI,Namamyia,116520,Namamyia,DNI
Nanocladius,128844,FALSE,,Nanocladius,Nanocladius,128844,Nanocladius,Nanocladius
Nanonemoura wahkeena,FALSE,FALSE,endmic to Co. River Gorge,DNI,Nanonemoura wahkeena,FALSE,Nanonemoura wahkeena,DNI
Narpus,114142,FALSE,,Narpus,Narpus,114142,Narpus,Narpus
Narpus angustus,114143,FALSE,,Narpus,Narpus,114142,Narpus,Narpus
Narpus concolor,114144,FALSE,,Narpus,Narpus,114142,Narpus,Narpus
Natarsia,128070,FALSE,,Natarsia,Natarsia,128070,Natarsia,Natarsia
Naucoridae,103613,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Nautarachna,83326,FALSE,,Nautarachna,Nautarachna,83326,Trombidiformes,Nautarachna
Nautarachnidae,83325,FALSE,,Nautarachna,Nautarachnidae,83325,Trombidiformes,Nautarachna
Neanthes,65888,TRUE,Polychaeta excluded,DNI,DNI,FALSE,DNI,DNI
Neanthes limnicola,65893,TRUE,Polychaeta excluded,DNI,DNI,FALSE,DNI,DNI
Neaviperla forcipata,FALSE,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,-273,Neaviperla/Suwallia,DNI
Neaviperla/Suwallia,-273,FALSE,Slashed taxon,Neaviperla/Suwallia,Neaviperla/Suwallia,-273,Neaviperla/Suwallia,DNI
Nebrioporus,728251,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Nebrioporus/Stictotarsus,FALSE,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Nectoporus,1156494,FALSE,"Genera within Hydroporinae in flux; for MTTI, best to leave at subfamily",Hydroporinae,Nectoporus,1156494,Nectoporus,DNI
Nectoprus,FALSE,FALSE,misspelled,Hydroporinae,Nectoporus,1156494,Nectoporus,Hydroporinae
Nectopsyche,116651,FALSE,,DNI,Nectopsyche,116651,Nectopsyche,DNI
Nectopsyche gracilis,116662,FALSE,,DNI,Nectopsyche,116651,Nectopsyche,DNI
Nemata,563956,FALSE,,Nemata,Nemata,563956,Nemata,Nemata
Nematocera,118832,FALSE,,DNI,Nematocera,118832,Nematocera,DNI
Nematoda,59490,FALSE,,Nemata,Nemata,563956,Nemata,Nemata
Nematomorpha,64183,FALSE,,DNI,Nematomorpha,64183,Nematomorpha,DNI
Nemertea,57411,FALSE,,Prostoma,Prostoma,57577,Prostoma,DNI
Nemotaulius hostilis,116434,FALSE,,DNI,Nemotaulius hostilis,116434,Nemotaulius hostilis,DNI
Nemotelus,130694,FALSE,,Stratiomyidae,Nemotelus,130694,Nemotelus,DNI
Nemoura,102526,FALSE,,DNI,Nemouridae,102517,Nemouridae,DNI
Nemouridae,102517,FALSE,,DNI,Nemouridae,102517,Nemouridae,DNI
Neoacarus,82859,FALSE,,DNI,Neoacarus,82859,Trombidiformes,DNI
Neochoroterpes,568558,FALSE,,DNI,Neochoroterpes,568558,Neochoroterpes,DNI
Neoclypeodytes,112595,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Neoclypeodytes ornatellus,728508,FALSE,Regionally present??? Mostly SW MesoAmerica,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Neocorixa,103555,TRUE,Corixidae excluded,DNI,DNI,FALSE,DNI,DNI
Neohermes,115048,FALSE,,Corydalidae,Neohermes,115048,Neohermes,Corydalidae
Neoleptophlebia,-201,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Neoleptophlebia bicornuta group,FALSE,FALSE,,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group,-198,Paraleptophlebia Bicornuta Group,Paraleptophlebia Bicornuta Group
Neoleptophlebia/Paraleptophlebia,-274,FALSE,Slashed taxon,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia,-274,Neoleptophlebia/Paraleptophlebia,Neoleptophlebia/Paraleptophlebia
Neomysis,90054,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,FALSE,DNI,DNI
Neophylax,116046,FALSE,,DNI,Neophylax,116046,Neophylax,DNI
Neophylax occidentis,116065,FALSE,,DNI,Neophylax occidentis,116065,Neophylax occidentis,DNI
Neophylax rickeri,116054,FALSE,,Neophylax rickeri,Neophylax rickeri,116054,Neophylax rickeri,Neophylax rickeri
Neophylax splendens,116063,FALSE,,Neophylax splendens,Neophylax splendens,116063,Neophylax splendens,Neophylax splendens
Neoplanorbis,76649,FALSE,,DNI,Planorbidae,76591,Planorbidae,DNI
Neoplasta,136352,FALSE,,Neoplasta,Neoplasta,136352,Neoplasta,Neoplasta
Neoplea striola,103604,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Neoporus,728252,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,728252,Neoporus,Hydroporinae
Neoporus undulatus,728426,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Neoporus,728252,Neoporus,Hydroporinae
Neothremma,116388,FALSE,,Neothremma,Neothremma,116388,Neothremma,Neothremma
Neothremma alicia,116389,FALSE,,Neothremma,Neothremma,116388,Neothremma,Neothremma
Neotrichia,115833,FALSE,,DNI,Neotrichia,115833,Neotrichia,DNI
Nereididae,65870,TRUE,Polychaeta excluded,DNI,DNI,FALSE,DNI,DNI
Nerophilus,116522,FALSE,,DNI,Nerophilus,116522,Nerophilus,DNI
Nerophilus californicus,116523,FALSE,,DNI,Nerophilus,116522,Nerophilus,DNI
Neumania,83103,FALSE,,DNI,Neumania,83103,Trombidiformes,DNI
Neureclipsis,117095,FALSE,,DNI,Neureclipsis,117095,Neureclipsis,DNI
Neuroptera,114999,FALSE,I tend to exclude these,DNI,Neuroptera,114999,Neuroptera,DNI
Nilotanypus,128202,FALSE,,Nilotanypus,Nilotanypus,128202,Nilotanypus,Nilotanypus
Nilotanypus fimbriatus,128203,FALSE,,Nilotanypus,Nilotanypus,128202,Nilotanypus,Nilotanypus
Nilothauma,129548,FALSE,,DNI,Nilothauma,129548,Nilothauma,DNI
Nimbocera,129932,FALSE,Jr. Syn. of Tanytarsus,Tanytarsus,Tanytarsus,129978,Tanytarsus,Tanytarsus
Nippotipula,FALSE,FALSE,,Tipula,Tipula,119037,Tipula,Tipula
Nixe,100692,FALSE,most PNW Nixe are Afghanurus,Afghanurus,Afghanurus,-243,Afghanurus,Afghanurus
Nixe/Leucocruta,FALSE,FALSE,,DNI,Heptageniidae,100504,Heptageniidae,DNI
Noctuidae,117318,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,117232,Lepidoptera,DNI
Nootkadrilus,974543,FALSE,,DNI,Nootkadrilus,974543,Oligochaeta,DNI
Nootkadrilus longisetosus,978138,FALSE,,DNI,Nootkadrilus,974543,Oligochaeta,DNI
Noteridae,112606,FALSE,mostly eastern and neotropical ( no known records from OR and WA)dubious ID (Nilsson 2011),DNI,Noteridae,112606,Noteridae,DNI
Notonecta,103558,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Notonecta kirbyi,103563,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Notonecta undulata,103568,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Notonectidae,103557,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Notostraca,FALSE,TRUE,tadpole shrimp temporary habitats not lotic stream samples,DNI,DNI,FALSE,DNI,DNI
Nyctiophylax,117104,TRUE,,DNI,Nyctiophylax,117104,Nyctiophylax,DNI
Ochrotrichia,115714,FALSE,,Ochrotrichia,Ochrotrichia,115714,Ochrotrichia,Ochrotrichia
Ochrotrichia alsea,115730,FALSE,,Ochrotrichia,Ochrotrichia,115714,Ochrotrichia,Ochrotrichia
Ochrotrichia stylata,115765,FALSE,,Ochrotrichia,Ochrotrichia,115714,Ochrotrichia,Ochrotrichia
Ochthebius,112777,FALSE,,Hydraenidae,Hydraenidae,112756,Hydraenidae,Hydraenidae
Octogomphus,101736,FALSE,,Octogomphus,Octogomphus,101736,Octogomphus,Octogomphus
Octogomphus specularis,101737,FALSE,,Octogomphus,Octogomphus,101736,Octogomphus,Octogomphus
Ocybrachypoda,-225,FALSE,,DNI,Ocybrachypoda,-225,Trombidiformes,DNI
Odonata,101593,FALSE,,DNI,Odonata,101593,Odonata,DNI
Odontoceridae,116496,FALSE,,DNI,Odontoceridae,116496,Odontoceridae,DNI
Odontomesa,128446,FALSE,,Odontomesa,Odontomesa,128446,Odontomesa,Odontomesa
Odontomesa fulva,128447,FALSE,,Odontomesa,Odontomesa,128446,Odontomesa,Odontomesa
Odontomyia,130573,FALSE,,Stratiomyidae,Odontomyia,130573,Odontomyia,DNI
Oecetis,116607,FALSE,,Oecetis,Oecetis,116607,Oecetis,DNI
Oecetis avara,116608,FALSE,,Oecetis,Oecetis,116607,Oecetis,DNI
Oecetis avara group,FALSE,FALSE,,Oecetis,Oecetis,116607,Oecetis,DNI
Oecetis Avara Group,FALSE,FALSE,,Oecetis,Oecetis,116607,Oecetis,DNI
Oecetis disjuncta,116641,FALSE,,Oecetis,Oecetis,116607,Oecetis,DNI
Olea,77997,TRUE,Marine,DNI,DNI,FALSE,DNI,DNI
Oligia,117424,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,117232,Lepidoptera,DNI
Oligoceras,47601,TRUE,Sponges excluded,DNI,DNI,FALSE,DNI,DNI
Oligochaeta,68422,FALSE,,DNI,Oligochaeta,68422,Oligochaeta,DNI
oligochaetous Clitellata,FALSE,FALSE,,DNI,Oligochaeta,68422,Oligochaeta,DNI
Oligophlebodes,116039,FALSE,,Oligophlebodes,Oligophlebodes,116039,Oligophlebodes,Oligophlebodes
Oligota,186509,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Oliveridia,128867,FALSE,disjunct dist. Good ID backing off to family,DNI,Orthocladiinae,128457,Orthocladiinae,DNI
Onocosmoecus,116315,FALSE,two species in region,Onocosmoecus,Onocosmoecus,116315,Onocosmoecus,Onocosmoecus
Onocosmoecus unicolor,116318,FALSE,two species in region,Onocosmoecus,Onocosmoecus,116315,Onocosmoecus,Onocosmoecus
Opeas,76969,TRUE,Marine,DNI,DNI,FALSE,DNI,DNI
Ophidonais,68995,FALSE,,Naidinae,Ophidonais,68995,Oligochaeta,Naidinae
Ophidonais serpentina,68996,FALSE,,Naidinae,Ophidonais,68995,Oligochaeta,Naidinae
Ophiogomphus,101738,FALSE,,Ophiogomphus,Ophiogomphus,101738,Ophiogomphus,Ophiogomphus
Ophiogomphus occidentis,101760,FALSE,,Ophiogomphus,Ophiogomphus,101738,Ophiogomphus,Ophiogomphus
Ophiogomphus severus,101741,FALSE,,Ophiogomphus,Ophiogomphus,101738,Ophiogomphus,Ophiogomphus
Optioservus,114177,FALSE,,Optioservus,Optioservus,114177,Optioservus,Optioservus
Optioservus castanipennis,193732,FALSE,,Optioservus,Optioservus,114177,Optioservus,Optioservus
Optioservus divergens,114178,FALSE,,Optioservus,Optioservus,114177,Optioservus,Optioservus
Optioservus divergens/pecosensis,FALSE,FALSE,,Optioservus,Optioservus,114177,Optioservus,Optioservus
Optioservus pecosensis,114191,FALSE,,Optioservus,Optioservus,114177,Optioservus,Optioservus
Optioservus quadrimaculatus,114180,FALSE,,Optioservus,Optioservus,114177,Optioservus,Optioservus
Optioservus Quadrimaculatus Gr.,FALSE,FALSE,,Optioservus,Optioservus,114177,Optioservus,Optioservus
Optioservus quadrimaculatus group,FALSE,FALSE,,Optioservus,Optioservus,114177,Optioservus,Optioservus
Optioservus seriatus,114181,FALSE,,Optioservus,Optioservus,114177,Optioservus,Optioservus
Oravelia,103993,TRUE,Shore bugs,DNI,DNI,FALSE,DNI,DNI
Orconectes,97421,FALSE,,DNI,Orconectes,97421,Orconectes,DNI
Ordobrevia,114235,FALSE,only one species in Genus,Ordobrevia nubifera,Ordobrevia nubifera,114236,Ordobrevia nubifera,Ordobrevia nubifera
Ordobrevia nubifera,114236,FALSE,only one species in Genus,Ordobrevia nubifera,Ordobrevia nubifera,114236,Ordobrevia nubifera,Ordobrevia nubifera
Oregonacarus,-193,FALSE,,DNI,Oregonacarus,-193,Trombidiformes,DNI
Oregonia,98418,TRUE,marine,DNI,DNI,FALSE,DNI,DNI
Oreodytes,112314,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,112314,Oreodytes,Hydroporinae
Oreodytes abbreviatus,112315,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,112314,Oreodytes,Hydroporinae
Oreodytes congruus,568828,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,112314,Oreodytes,Hydroporinae
Oreodytes obesus,112316,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,112314,Oreodytes,Hydroporinae
Oreodytes quadrimaculatus,568830,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,112314,Oreodytes,Hydroporinae
Oreodytes sanmarkii,728513,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Oreodytes,112314,Oreodytes,Hydroporinae
Oreogeton,136377,FALSE,,Oreogeton,Oreogeton,136377,Oreogeton,Oreogeton
Oreoleptis torrenticola,FALSE,FALSE,,DNI,Oreoleptis torrenticola,0,Oreoleptis torrenticola,DNI
Oribatei,FALSE,FALSE,,Oribatida,Oribatida,733326,Oribatida,Oribatida
Oribatida,733326,FALSE,,Oribatida,Oribatida,733326,Oribatida,Oribatida
Ormosia,120830,FALSE,,DNI,Ormosia,120830,Ormosia,DNI
Orohermes,115044,FALSE,,Corydalidae,Orohermes,115044,Orohermes,Corydalidae
Orohermes crepusculus,115045,FALSE,,Corydalidae,Orohermes,115044,Orohermes,Corydalidae
Oroperla,103180,FALSE,"single species, mostly California",DNI,Oroperla barbara,103181,Oroperla barbara,DNI
