Taxon,TSN,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,TSN_OUT,OTU_BCG_MariNW,OTU_BSTI
Sialis occidens,115006,FALSE,,Sialis,Sialis,115002,Sialis,Sialis
Sialis rotunda,115007,FALSE,,Sialis,Sialis,115002,Sialis,Sialis
Sida,83861,TRUE,Cladocera excluded,DNI,DNI,FALSE,DNI,DNI
Sierraperla,102514,FALSE,single species in Genus,DNI,Sierraperla,102514,Sierraperla,DNI
Sierraperla cora,102515,FALSE,single species in Genus,DNI,Sierraperla,102514,Sierraperla,DNI
Sigara,103369,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Silvius,131062,FALSE,,Tabanidae,Tabanidae,130934,Tabanidae,Tabanidae
Simnia,72786,TRUE,Marine,DNI,DNI,FALSE,DNI,DNI
Simocephalus vetulus,83902,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Simuliidae,126640,FALSE,,DNI,Simuliidae,126640,Simuliidae,DNI
Simuliidae-pupae,FALSE,FALSE,,DNI,Simuliidae,126640,Simuliidae,DNI
Simuliini,126773,FALSE,,DNI,Simuliidae,126640,Simuliidae,DNI
Simulium,126774,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium (Eusimulium),-150,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium (Nevermannia),-151,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium arcticum,126779,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium arcticum complex,-164,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium arcticum group,FALSE,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium argus,126782,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium bivittatum group,FALSE,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium canadense,126795,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium carbunculum,-165,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium defoliarti,126812,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium Malyschevi Group,-166,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium piperi,126862,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium pugetense,126867,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium saxosum,-152,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium tuberosum complex,-153,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium tuberosum group,FALSE,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium venustum,126892,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium Venustum Group,-53,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium virgatum,126901,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium vittatum complex,-167,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simulium vittatum group,FALSE,FALSE,,Simulium,Simulium,126774,Simulium,Simulium
Simyra,117482,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,117232,Lepidoptera,DNI
Sinotipula,FALSE,FALSE,,DNI,Tipulidae,118840,Tipulidae,DNI
Siphlonuridae,100951,FALSE,,DNI,Siphlonuridae,100951,Siphlonuridae,DNI
Siphlonurus,100953,FALSE,,DNI,Siphlonurus,100953,Siphlonurus,DNI
Sisyra,115090,FALSE,I tend to exclude these,DNI,Sisyridae,115085,Sisyridae,DNI
Sisyridae,115085,FALSE,I tend to exclude these,DNI,Sisyridae,115085,Sisyridae,DNI
Skenea,70265,TRUE,Marine,DNI,DNI,FALSE,DNI,DNI
Skwala,103102,FALSE,,Skwala,Skwala,103102,Skwala,Skwala
Skwala americana,568735,FALSE,,Skwala,Skwala,103102,Skwala,Skwala
Skwala curvata,103105,FALSE,,Skwala,Skwala,103102,Skwala,Skwala
Slavina,68855,FALSE,,Naidinae,Slavina,68855,Oligochaeta,Naidinae
Slavina appendiculata,68856,FALSE,,Naidinae,Slavina,68855,Oligochaeta,Naidinae
Smittia,129110,FALSE,,DNI,Smittia,129110,Smittia,DNI
Soliperla,103142,FALSE,,Soliperla,Soliperla,103142,Soliperla,Soliperla
Somatochlora,101947,FALSE,,DNI,Corduliidae,102020,Corduliidae,DNI
Soyedina,102556,FALSE,,Soyedina,Soyedina,102556,Soyedina,Soyedina
Sparganophilidae,68499,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Specaria,68984,FALSE,,Naidinae,Specaria,68984,Oligochaeta,Naidinae
Sperchon,83006,FALSE,,Sperchon,Sperchon,83006,Trombidiformes,Sperchon
Sperchon/Sperchonopsis,FALSE,FALSE,,DNI,Sperchontidae,895710,Trombidiformes,DNI
Sperchonidae,FALSE,FALSE,,DNI,Sperchontidae,895710,Trombidiformes,DNI
Sperchonopsis,83029,FALSE,,Sperchonopsis,Sperchonopsis,83029,Trombidiformes,Sperchonopsis
Sperchontidae,895710,FALSE,,DNI,Sperchontidae,895710,Trombidiformes,DNI
Sperchopsis,112931,FALSE,,Hydrophilidae,Hydrophilidae,112811,Hydrophilidae,Hydrophilidae
Sphaeridiinae,678423,TRUE,Terrestrial beetles,DNI,DNI,FALSE,DNI,DNI
Sphaeriidae,81389,FALSE,,Sphaeriidae,Sphaeriidae,81389,Sphaeriidae,Sphaeriidae
Sphaerium,81391,FALSE,,Sphaeriidae,Sphaerium,81391,Sphaerium,Sphaeriidae
Sphaeroceridae,145784,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Sphaerodoridae,66064,TRUE,Polychaeta excluded,DNI,DNI,FALSE,DNI,DNI
Sphaeromatidae,92283,FALSE,,DNI,Sphaeromatidae,92283,Sphaeromatidae,DNI
Sphaeromias,127761,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Spirosperma,68780,FALSE,,Tubificinae,Spirosperma,68780,Oligochaeta,Tubificinae
Spirosperma nikolskyi,68781,FALSE,,Tubificinae,Spirosperma,68780,Oligochaeta,Tubificinae
Spongillidae,47691,TRUE,Porifera excluded,DNI,DNI,FALSE,DNI,DNI
Stactobiella,115817,FALSE,,DNI,Stactobiella,115817,Stactobiella,DNI
Stagnicola,76534,FALSE,,Lymnaeidae,Lymnaeidae,76483,Lymnaeidae,Lymnaeidae
Staphylinidae,113265,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Stegopterna,126761,FALSE,,DNI,Stegopterna,126761,Stegopterna,DNI
Stempellina,129962,FALSE,,Stempellina,Stempellina,129962,Stempellina,Stempellina
Stempellinella,129969,FALSE,,Stempellinella,Stempellinella,129969,Stempellinella,Stempellinella
Stempellinella/Zavrelia,FALSE,FALSE,,DNI,Tanytarsini,129872,Tanytarsini,DNI
Stenacron,100713,FALSE,,DNI,Stenacron,100713,Stenacron,DNI
Stenelmis,114095,FALSE,,DNI,Stenelmis,114095,Stenelmis,DNI
Stenochironomus,129746,FALSE,,DNI,Stenochironomus,129746,Stenochironomus,DNI
Stenonema,100507,FALSE,,DNI,Maccaffertium,697957,Maccaffertium,DNI
Stenonema terminatum,FALSE,FALSE,,DNI,Maccaffertium,697957,Maccaffertium,DNI
Stictochironomus,129785,FALSE,,Stictochironomus,Stictochironomus,129785,Stictochironomus,Stictochironomus
Stictocladius,-238,FALSE,,DNI,Stictocladius,-238,Stictocladius,DNI
Stictotarsus,568826,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Stictotarsus griseostriatus,728483,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Stictotarsus striatellus,568829,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Stictotarsus/Boreonectes,FALSE,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,DNI
Stilobezzia,127619,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,127338,Ceratopogoninae,Ceratopogoninae
Stilocladius,129152,FALSE,,Stilocladius,Stilocladius,129152,Stilocladius,DNI
Stratiomyidae,130150,FALSE,,Stratiomyidae,Stratiomyidae,130150,Stratiomyidae,DNI
Stratiomys,130627,FALSE,,Stratiomyidae,Stratiomyidae,130150,Stratiomyidae,DNI
Stygobromus,93861,FALSE,,DNI,Stygobromus,93861,Stygobromus,DNI
Stygomomonia,83471,FALSE,,DNI,Stygomomonia,83471,Trombidiformes,DNI
Stygothrombidiidae,FALSE,FALSE,spelling and formatting,DNI,Stygothrombiidae,0,Trombidiformes,DNI
Stygothrombiidae,FALSE,FALSE,spelling and formatting,DNI,Stygothrombiidae,0,Trombidiformes,DNI
Stygothrombium,FALSE,FALSE,,DNI,Stygothrombium,0,Trombidiformes,DNI
Stylaria,68871,FALSE,,Naidinae,Stylaria,68871,Oligochaeta,Naidinae
Stylaria lacustris,68872,FALSE,,Naidinae,Stylaria,68871,Oligochaeta,Naidinae
Stylodrilus,68450,FALSE,,Lumbriculidae,Stylodrilus,68450,Oligochaeta,Lumbriculidae
Stylodrilus heringianus,68452,FALSE,,Lumbriculidae,Stylodrilus,68450,Oligochaeta,Lumbriculidae
Stylurus,101666,FALSE,,DNI,Stylurus olivaceus,593023,Stylurus olivaceus,DNI
Stylurus olivaceus,593023,FALSE,,DNI,Stylurus olivaceus,593023,Stylurus olivaceus,DNI
Sublettea,129975,FALSE,,Sublettea,Sublettea,129975,Sublettea,DNI
Sublettea coffmani,129976,FALSE,,Sublettea,Sublettea,129975,Sublettea,DNI
Suwallia,103254,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,-273,Neaviperla/Suwallia,DNI
Suwallia autumna,103257,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,-273,Neaviperla/Suwallia,DNI
Suwallia forcipata,609888,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,-273,Neaviperla/Suwallia,DNI
Suwalliini,-222,FALSE,,Neaviperla/Suwallia,Neaviperla/Suwallia,-273,Neaviperla/Suwallia,DNI
Sweltsa,103273,FALSE,,Sweltsa,Sweltsa,103273,Sweltsa,Sweltsa
Sweltsa adamantea,568724,FALSE,,Sweltsa,Sweltsa,103273,Sweltsa,Sweltsa
Symbiocladius,129156,FALSE,,DNI,Symbiocladius,129156,Symbiocladius,DNI
Sympetrum,101976,FALSE,,DNI,Libellulidae,101797,Libellulidae,DNI
Symplecta,-235,FALSE,best to leave at family,DNI,Limoniidae,-233,Limoniidae,DNI
Symplectra,FALSE,FALSE,spelling error ,DNI,Limoniidae,-233,Limoniidae,DNI
Sympotthastia,128426,FALSE,,DNI,Sympotthastia,128426,Sympotthastia,DNI
Synorthocladius,129161,FALSE,,Synorthocladius,Synorthocladius,129161,Synorthocladius,Synorthocladius
Syrphidae,139621,FALSE,,DNI,Syrphidae,139621,Syrphidae,DNI
Tabanidae,130934,FALSE,,Tabanidae,Tabanidae,130934,Tabanidae,Tabanidae
Tabanus,131527,FALSE,,Tabanidae,Tabanidae,130934,Tabanidae,Tabanidae
Taenionema,102519,FALSE,,Taeniopterygidae,Taeniopterygidae,102788,Taeniopterygidae,Taeniopterygidae
Taenionema californicum,102820,FALSE,,Taeniopterygidae,Taeniopterygidae,102788,Taeniopterygidae,Taeniopterygidae
Taenionema pallidum,102827,FALSE,,Taeniopterygidae,Taeniopterygidae,102788,Taeniopterygidae,Taeniopterygidae
Taeniopterygidae,102788,FALSE,,Taeniopterygidae,Taeniopterygidae,102788,Taeniopterygidae,Taeniopterygidae
Taeniopteryx,102789,FALSE,,Taeniopterygidae,Taeniopteryx,102789,Taeniopteryx,Taeniopterygidae
Taeniopteryx nivalis,102798,FALSE,,Taeniopterygidae,Taeniopteryx,102789,Taeniopteryx,Taeniopterygidae
Talitridae,95032,FALSE,,Hyalella,Hyalella,94025,Hyalella,Hyalella
Tanyderidae,125799,FALSE,,DNI,Tanyderidae,125799,Tanyderidae,DNI
Tanypodinae,127994,FALSE,,DNI,Tanypodinae,127994,Tanypodinae,DNI
Tanypus,128324,FALSE,,DNI,Tanypus,128324,Tanypus,DNI
Tanytarsini,129872,FALSE,,DNI,Tanytarsini,129872,Tanytarsini,DNI
Tanytarsus,129978,FALSE,,Tanytarsus,Tanytarsus,129978,Tanytarsus,Tanytarsus
Tartarothyas,895797,FALSE,,DNI,Tartarothyas,895797,Trombidiformes,DNI
Telmatodrilus vejdovskyi,68760,FALSE,,DNI,Telmatodrilus vejdovskyi,68760,Oligochaeta,DNI
Telopelopia,128233,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Tenebrionidae,114419,TRUE,Terrestrial,DNI,DNI,FALSE,DNI,DNI
Testudacarus,83250,FALSE,,Testudacarus,Testudacarus,83250,Trombidiformes,Testudacarus
Teutonia,83235,FALSE,,DNI,Teutonia,83235,Trombidiformes,DNI
Thaumalea,126629,FALSE,,Thaumaleidae,Thaumaleidae,126624,Thaumaleidae,Thaumaleidae
Thaumaleidae,126624,FALSE,,Thaumaleidae,Thaumaleidae,126624,Thaumaleidae,Thaumaleidae
Thermonectus,112109,FALSE,,DNI,Dytiscidae,111963,Dytiscidae,DNI
Theromyzon,69375,FALSE,,Hirudinida,Glossiphoniidae,69357,Glossiphoniidae,Hirudinida
Thienemannia,129179,FALSE,,DNI,Thienemannia,129179,Thienemannia,DNI
Thienemannia gracilis,129181,FALSE,,DNI,Thienemannia,129179,Thienemannia,DNI
Thienemanniella,129182,FALSE,,Thienemanniella,Thienemanniella,129182,Thienemanniella,Thienemanniella
Thienemannimyia,128236,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia complex,-54,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia Genus Gr.,FALSE,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia gr.,FALSE,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia Gr.,FALSE,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia group,-276,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia Group,-276,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia senata,128245,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,-276,Thienemannimyia Group,Thienemannimyia Group
Thienemanniola,568514,FALSE,,DNI,Chironomidae,127917,Chironomidae,DNI
Thremmatidae,-223,FALSE,,DNI,Thremmatidae,-223,Thremmatidae,DNI
Thyas,83190,FALSE,,DNI,Thyas,83190,Trombidiformes,DNI
Thyasidae,83179,FALSE,,DNI,Thyasidae,83179,Trombidiformes,DNI
Thyopsella,83202,FALSE,,DNI,Thyopsella,83202,Trombidiformes,DNI
Thyopsis,83205,FALSE,,DNI,Thyopsis,83205,Trombidiformes,DNI
Timpanoga,101317,FALSE,Single species in Genus,Timpanoga hecuba,Timpanoga hecuba,101318,Timpanoga hecuba,Timpanoga hecuba
Timpanoga hecuba,101318,FALSE,Single species in Genus,Timpanoga hecuba,Timpanoga hecuba,101318,Timpanoga hecuba,Timpanoga hecuba
Timpanoga hecuba hecuba,101320,FALSE,Single species in Genus,Timpanoga hecuba,Timpanoga hecuba,101318,Timpanoga hecuba,Timpanoga hecuba
Timpanoginae,-203,FALSE,,DNI,Timpanoginae,-203,Timpanoginae,DNI
Tinodes,115350,FALSE,,DNI,Tinodes,115350,Tinodes,DNI
Tipula,119037,FALSE,,Tipula,Tipula,119037,Tipula,Tipula
Tipula (Tipula),FALSE,FALSE,,Tipula,Tipula,119037,Tipula,Tipula
Tipula arnaudi,119078,FALSE,,Tipula,Tipula,119037,Tipula,Tipula
Tipula dis,119188,FALSE,,Tipula,Tipula,119037,Tipula,Tipula
Tipulidae,118840,FALSE,,DNI,Tipulidae,118840,Tipulidae,DNI
Tipulidae sp. MAA#01,-218,FALSE,,DNI,Tipulidae,118840,Tipulidae,DNI
Tipulidae sp. MAA#02,-219,FALSE,,DNI,Tipulidae,118840,Tipulidae,DNI
Tipulidae/Limoniidae/Pedicidiidae/Cylindrotomidae,FALSE,FALSE,,DNI,Nematocera,118832,Nematocera,DNI
Tipuloidea,-231,FALSE,,DNI,Nematocera,118832,Nematocera,DNI
Todothyas,-240,FALSE,,DNI,Parathyas,-275,Trombidiformes,DNI
Tokunagaia,129194,FALSE,,DNI,Tokunagaia,129194,Tokunagaia,DNI
Torrenticola,83254,FALSE,,Torrenticola,Torrenticola,83254,Trombidiformes,Torrenticola
Torrenticolidae,83249,FALSE,,DNI,Torrenticolidae,83249,Trombidiformes,DNI
Tramea,101818,FALSE,,DNI,Libellulidae,101797,Libellulidae,DNI
Traverella,101096,FALSE,,DNI,Traverella,101096,Traverella,DNI
Traverella albertana,101097,FALSE,,DNI,Traverella,101096,Traverella,DNI
Trepaxonemata,914204,FALSE,,Trepaxonemata,Trepaxonemata,914204,Trepaxonemata,Trepaxonemata
Trepobates,103811,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Triaenodes,116565,FALSE,,DNI,Triaenodes,116565,Triaenodes,DNI
Tribelos,129820,FALSE,,Tribelos,Tribelos,129820,Tribelos,Tribelos
Tribelos jucundus,129827,FALSE,,Tribelos,Tribelos,129820,Tribelos,Tribelos
Trichoclinocera,135903,FALSE,,Trichoclinocera,Trichoclinocera,135903,Trichoclinocera,Trichoclinocera
Trichocorixa,103423,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Trichoptera,115095,FALSE,TOO COARSE,DNI,Trichoptera,115095,Trichoptera,DNI
Trichoptera sp. AJF#01,-220,FALSE,TOO COARSE,DNI,Trichoptera,115095,Trichoptera,DNI
Trichoptera sp. AJF#02,-221,FALSE,TOO COARSE,DNI,Trichoptera,115095,Trichoptera,DNI
Trichotipula,FALSE,FALSE,Subgenus of Tipula,Tipula,Tipula,119037,Tipula,Tipula
Tricladida,54468,FALSE,,Trepaxonemata,Trepaxonemata,914204,Trepaxonemata,Trepaxonemata
Tricorythodes,101405,FALSE,,Tricorythodes,Tricorythodes,101405,Tricorythodes,Tricorythodes
Tricorythodes explicatus,101419,FALSE,,Tricorythodes,Tricorythodes,101405,Tricorythodes,Tricorythodes
Tricorythodes minutus,101413,FALSE,,Tricorythodes,Tricorythodes,101405,Tricorythodes,Tricorythodes
Tricyphona,-250,FALSE,best to leave at family,DNI,Pediciidae,-232,Pediciidae,DNI
Trissopelopia,128251,FALSE,,DNI,Trissopelopia,128251,Trissopelopia,DNI
Triznaka,103308,FALSE,,DNI,Chloroperlidae,103202,Chloroperlidae,DNI
Trombidiformes,82769,FALSE,,DNI,Trombidiformes,82769,Trombidiformes,DNI
Tropisternus,112938,FALSE,,Hydrophilidae,Tropisternus,112938,Tropisternus,Hydrophilidae
Truncatelloidea,-228,FALSE,,Truncatelloidea,Truncatelloidea,-228,Truncatelloidea,Truncatelloidea
Tubifex,68622,FALSE,,Tubificinae,Tubifex,68622,Oligochaeta,Tubificinae
Tubificidae,68585,FALSE,,Tubificinae,Tubificinae,-138,Oligochaeta,Tubificinae
Tubificina,68509,FALSE,,Tubificinae,Tubificinae,-138,Oligochaeta,Tubificinae
Tubificinae,-138,FALSE,,Tubificinae,Tubificinae,-138,Oligochaeta,Tubificinae
Tubificoid Naididae,FALSE,FALSE,,Tubificinae,Tubificinae,-138,Oligochaeta,Tubificinae
Tubificoid Naididae with hair chaetae,FALSE,FALSE,,Tubificinae,Tubificinae,-138,Oligochaeta,Tubificinae
Tubificoid Naididae without hair chaetae,FALSE,FALSE,,Tubificinae,Tubificinae,-138,Oligochaeta,Tubificinae
Tubularia,48914,FALSE,,Trepaxonemata,Trepaxonemata,914204,Trepaxonemata,Trepaxonemata
Turbellaria,53964,FALSE,,Trepaxonemata,Trepaxonemata,914204,Trepaxonemata,Trepaxonemata
Turbinidae,566920,TRUE,Marine,DNI,DNI,FALSE,DNI,DNI
Turbo,70087,TRUE,Marine,DNI,DNI,FALSE,DNI,DNI
Tvetenia,129197,FALSE,,Tvetenia,Tvetenia,129197,Tvetenia,Tvetenia
Tvetenia bavarica,129205,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,-55,Tvetenia Bavarica Group,Tvetenia
Tvetenia Bavarica Gr.,FALSE,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,-55,Tvetenia Bavarica Group,Tvetenia
Tvetenia bavarica group,-55,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,-55,Tvetenia Bavarica Group,Tvetenia
Tvetenia Bavarica Group,-55,FALSE,FORMATTING,Tvetenia,Tvetenia Bavarica Group,-55,Tvetenia Bavarica Group,Tvetenia
Tvetenia bavarica Group,-55,FALSE,formatting,Tvetenia,Tvetenia Bavarica Group,-55,Tvetenia Bavarica Group,Tvetenia
Tvetenia Discoloripes Gr.,FALSE,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,-56,Tvetenia Discoloripes Group,Tvetenia
Tvetenia discoloripes group,-56,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,-56,Tvetenia Discoloripes Group,Tvetenia
Tvetenia Discoloripes Group,-56,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,-56,Tvetenia Discoloripes Group,Tvetenia
Tvetenia paucunca,129201,FALSE,,Tvetenia,Tvetenia,129197,Tvetenia,Tvetenia
Tvetenia tshernovskii,-160,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,-56,Tvetenia Discoloripes Group,Tvetenia
Tvetenia vitracies,129203,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,-56,Tvetenia Discoloripes Group,Tvetenia
Tvetenia Vitracies Group,-57,FALSE,FORMATTING,Tvetenia,Tvetenia Discoloripes Group,-56,Tvetenia Discoloripes Group,Tvetenia
Twinnia,126767,FALSE,,DNI,Twinnia,126767,Twinnia,DNI
Tyrrellia,83068,FALSE,,DNI,Tyrrellia,83068,Trombidiformes,DNI
Uenoidae,568757,FALSE,,DNI,Uenoidae,568757,Uenoidae,DNI
Uenoinae,568761,FALSE,,DNI,Uenoidae,568757,Uenoidae,DNI
Ulomorpha,120387,FALSE,,DNI,Ulomorpha,120387,Ulomorpha,DNI
Uncinais,68989,FALSE,,Naidinae,Uncinais,68989,Oligochaeta,Naidinae
Uncinais uncinata,68990,FALSE,There is only one species in this genus,Naidinae,Uncinais,68989,Oligochaeta,Naidinae
UNID'd terrestrial,FALSE,TRUE,Terrestrial. TOO COARSE,DNI,DNI,FALSE,DNI,DNI
Unionacea,FALSE,FALSE,,DNI,Unionoidea,-277,Unionoidea,DNI
Unionicola,83073,FALSE,,DNI,Unionicola,83073,Trombidiformes,DNI
Unionicolidae,83072,FALSE,,DNI,Unionicolidae,83072,Trombidiformes,DNI
Unionidae,79913,FALSE,,DNI,Unionoidea,-277,Unionoidea,DNI
Unioninae,FALSE,FALSE,,DNI,Unionoidea,-277,Unionoidea,DNI
Unionoida,79912,FALSE,,DNI,Unionoidea,-277,Unionoidea,DNI
Unionoidea,-277,FALSE,,DNI,Unionoidea,-277,Unionoidea,DNI
Uromunna acarina,547115,TRUE,marine,DNI,DNI,FALSE,DNI,DNI
Utacapnia,102752,FALSE,,Capniidae,Capniidae,102643,Capniidae,Capniidae
Utaperla,103297,FALSE,,DNI,Paraperlinae,609856,Paraperlinae,DNI
Utaxatax,83534,FALSE,,DNI,Utaxatax,83534,Trombidiformes,DNI
Uvarus,112575,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Uvarus subtilis,193571,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,678402,Hydroporinae,Hydroporinae
Valvata,70346,FALSE,,DNI,Valvata,70346,Valvata,DNI
Valvata humeralis,70358,FALSE,,DNI,Valvata,70346,Valvata,DNI
Valvatidae,70345,FALSE,,DNI,Valvata,70346,Valvata,DNI
Varichaetadrilus,68812,FALSE,,Tubificinae,Varichaetadrilus,68812,Oligochaeta,Tubificinae
Vejdovskyella,69009,FALSE,,Naidinae,Vejdovskyella,69009,Oligochaeta,Naidinae
Veliidae,103885,TRUE,Excluded as water column or surface dwellers,DNI,DNI,FALSE,DNI,DNI
Veneroida,80384,FALSE,,DNI,Veneroida,80384,Veneroida,DNI
Virgatanytarsus,FALSE,FALSE,,DNI,Tanytarsini,129872,Tanytarsini,DNI
Visoka,102614,FALSE,Single species in Genus,Visoka cataractae,Visoka cataractae,102615,Visoka cataractae,Visoka cataractae
Visoka cataractae,102615,FALSE,Single species in Genus,Visoka cataractae,Visoka cataractae,102615,Visoka cataractae,Visoka cataractae
Volsellacarus,-230,FALSE,,DNI,Volsellacarus,-230,Trombidiformes,DNI
Vorticifex,76673,FALSE,,DNI,Vorticifex,76673,Vorticifex,DNI
Vorticifex effusa,568466,FALSE,,DNI,Vorticifex,76673,Vorticifex,DNI
Wandesia,83172,FALSE,,Wandesia,Wandesia,83172,Trombidiformes,Wandesia
Wiedemannia,135920,FALSE,,Wiedemannia,Wiedemannia,135920,Wiedemannia,Wiedemannia
Woolastookia,83461,FALSE,,DNI,Woolastookia,83461,Trombidiformes,DNI
